Model,Category,Task_ID,Test_Case,Original_Status,Error_Category,Reasoning
qwen_qwen3.5-plus-02-15,parameter_server,task_001_basic_param,test_update_is_gated_by_subscribed_set_and_mutates_cache,FAILED,C3,"The update() function fails to check the subscribed set membership (via find/count) before mutating the cache, which is a required semantic behavior."
qwen_qwen3.5-plus-02-15,parameter_server,task_001_basic_param,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle test failed to catch as SUCCESS."
qwen_qwen3.5-plus-02-15,parameter_server,task_002_dynamic_robot_configuration,test_correct_parameter_naming,FAILED,C3,"The generated code uses a different parameter name instead of the required 'background_color_rgb', representing a semantic/behavioral deviation from the expected migration."
qwen_qwen3.5-plus-02-15,parameter_server,task_002_dynamic_robot_configuration,test_default_value_integrity,FAILED,C3,"The generated code uses default values {69, 129, 194} instead of the required {69, 86, 255}, indicating a semantic error in preserving the original default parameter values."
qwen_qwen3.5-plus-02-15,parameter_server,task_002_dynamic_robot_configuration,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which means there is no valid ROS 2 code to compile or run, yet the oracle status is marked SUCCESS."
qwen_qwen3.5-plus-02-15,parameter_server,task_003_Mobile_robot_control,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means the file would not exist or be empty, yet the oracle reportedly passed—this indicates the tests did not properly catch the missing code."
qwen_qwen3.5-plus-02-15,parameter_server,task_004_turtlrbot3_params,test_physics_logic_preservation,FAILED,C3,"The generated code failed to implement the required division of acceleration by the profile_acceleration_constant for unit conversion, representing a semantic/behavioral error in preserving the physics logic."
qwen_qwen3.5-plus-02-15,parameter_server,task_004_turtlrbot3_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, so the file cannot exist or compile, yet the oracle status is marked SUCCESS, indicating a missed hard error."
qwen_qwen3.5-plus-02-15,parameter_server,task_005_laser_scan_filter_params,test_filter_chain_interface_usage,FAILED,B2,"The generated code calls filter_chain_.configure with parameters_interface before logging_interface, which is an incorrect ROS 2 API signature that would cause compilation errors."
qwen_qwen3.5-plus-02-15,parameter_server,task_005_laser_scan_filter_params,test_tf_filter_binding,FAILED,C3,"The generated code failed to set the TF MessageFilter tolerance to 30ms as required, representing a missing semantic behavior in the migration."
qwen_qwen3.5-plus-02-15,parameter_server,task_005_laser_scan_filter_params,test_qos_and_topics,FAILED,C3,"The generated code did not include the required 'output' topic name for the publisher, indicating a semantic/behavioral error where the migrated code omitted required functionality."
qwen_qwen3.5-plus-02-15,parameter_server,task_005_laser_scan_filter_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty or failed to parse, which would cause all tests to fail at compilation/file-read, yet the oracle status is marked SUCCESS, indicating a missed hard error."
qwen_qwen3.5-plus-02-15,parameter_server,task_006_dynamic_param_rqt_reconfigure,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means no actual file exists to test; the oracle's SUCCESS status is a false negative as the tests would fail to even open the file."
qwen_qwen3.5-plus-02-15,parameter_server,task_007_navigation_stack_config,test_min_max_constraint_logic,FAILED,C3,"The generated code lacks the min/max particles validation logic in the parameter callback, which is a semantic/behavioral omission required by the test."
qwen_qwen3.5-plus-02-15,parameter_server,task_007_navigation_stack_config,test_no_legacy_artifacts,FAILED,B1,The generated code retains the ROS 1 legacy symbol 'private_nh_' which was not replaced during migration to ROS 2.
qwen_qwen3.5-plus-02-15,parameter_server,task_007_navigation_stack_config,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty or failed to parse, which would cause all tests to fail; the oracle status of SUCCESS is incorrect as no functional code exists."
qwen_qwen3.5-plus-02-15,parameter_server,task_008_gazebo_sim_param,test_absence_of_ros1_nodehandle,FAILED,B1,The generated code still contains the legacy ROS 1 'ros::NodeHandle' API instead of migrating to the ROS 2 gazebo_ros::Node factory.
qwen_qwen3.5-plus-02-15,parameter_server,task_008_gazebo_sim_param,test_standard_library_pointer_migration,FAILED,C3,"The migrated code failed to replace boost::shared_ptr with std::shared_ptr/unique_ptr, leaving smart pointer migration incomplete which is a semantic migration error."
qwen_qwen3.5-plus-02-15,parameter_server,task_008_gazebo_sim_param,test_time_source_logic,FAILED,C3,"The migrated code fails to use the ROS 2 Node's clock (now()) for time retrieval, indicating an incomplete semantic migration of the time source logic required for sim-time compatibility."
qwen_qwen3.5-plus-02-15,parameter_server,task_008_gazebo_sim_param,test_std_function_migration,FAILED,B1,"The migrated code still contains legacy boost::function usage instead of replacing it with std::function, indicating an unreplaced ROS 1/Boost API."
qwen_qwen3.5-plus-02-15,parameter_server,task_008_gazebo_sim_param,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty or failed to parse, which means no migration was performed, yet the oracle reported SUCCESS, indicating a missed hard error."
qwen_qwen3.5-plus-02-15,parameter_server,task_009_fetch_arm_params,test_ros2_param_declaration,FAILED,B1,"The generated code failed to replace ROS 1 parameter access patterns with the required ROS 2 'declare_parameter' API, leaving legacy parameter handling in place."
qwen_qwen3.5-plus-02-15,parameter_server,task_009_fetch_arm_params,test_snake_case_naming,FAILED,C3,"The generated code does not contain the 'robot_description' parameter reference, failing the snake_case naming convention check expected for ROS 2 migration."
qwen_qwen3.5-plus-02-15,parameter_server,task_009_fetch_arm_params,test_logging_migration,FAILED,C3,"The generated code uses RCLCPP logging macros but fails to use node_->get_logger() as required, indicating incomplete migration of the logging API context."
qwen_qwen3.5-plus-02-15,parameter_server,task_009_fetch_arm_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle marked as SUCCESS."
qwen_qwen3.5-plus-02-15,parameter_server,task_010_sensor_fusion_params,test_ros2_parameter_declaration,FAILED,C3,"The generated code was produced but uses a different parameter declaration approach instead of the required template form 'this->declare_parameter<std::vector<bool>>', failing the specific semantic expectation."
qwen_qwen3.5-plus-02-15,parameter_server,task_010_sensor_fusion_params,test_sensor_config_logic,FAILED,E1,"The code constructs parameter names but likely uses a different concatenation pattern (e.g., using .c_str() or different variable ordering) that doesn't match the rigid regex expecting exactly three '+' concatenated parts ending in '_config'."
qwen_qwen3.5-plus-02-15,parameter_server,task_010_sensor_fusion_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that should fail compilation, but the oracle reported SUCCESS."
qwen_qwen3.5-plus-02-15,parameter_server,task_011_moveit_motion_params,test_ros2_node_lifecycle_setup,FAILED,C3,"The generated code fails to configure NodeOptions with allow_undeclared_parameters, which is a required semantic setting for MoveIt 2's dynamic plugin loading."
qwen_qwen3.5-plus-02-15,parameter_server,task_011_moveit_motion_params,test_planning_scene_availability,FAILED,C3,"The generated code is missing the required call to 'providePlanningSceneService()', which is a necessary semantic step for MoveItCpp to expose the planning scene in ROS 2."
qwen_qwen3.5-plus-02-15,parameter_server,task_011_moveit_motion_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, so the file cannot exist or compile, yet the oracle reported SUCCESS—a critical hard error was missed."
qwen_qwen3.5-plus-02-15,parameter_server,task_012_px4_flight_params,test_dynamic_message_population_position,FAILED,C3,"The generated code did not populate msg.position with the dynamic takeoff_height parameter as required, indicating a semantic/behavioral error in message population logic."
qwen_qwen3.5-plus-02-15,parameter_server,task_012_px4_flight_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, meaning it failed to catch this critical hard error."
qwen_qwen3.5-plus-02-15,parameter_server,task_013_slam_mapping_params,test_no_fake_nodehandle,FAILED,B1,The generated code retains the ROS 1 'private_nh_' NodeHandle pattern instead of migrating to ROS 2's native node-based parameter API.
qwen_qwen3.5-plus-02-15,parameter_server,task_013_slam_mapping_params,test_member_variable_assignment,FAILED,C3,The generated code retrieves parameters but does not assign them to class member variables using the explicit .as_type() syntax pattern expected by the test.
qwen_qwen3.5-plus-02-15,parameter_server,task_013_slam_mapping_params,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test framework failed to catch this critical hard error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_001_simple_pub_sub,test_listener_ros2_translation,FAILED,E1,"The generated code creates a Listener class-based node but the oracle regex strictly requires Node('listener') or create_node('listener') pattern, which fails to match the class-based super().__init__('listener') style that is functionally correct ROS 2."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_001_simple_pub_sub,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means no listener.py or talker.py files exist, yet the oracle status is marked SUCCESS despite this critical failure."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_002_custom_msg_basic,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means the required files publisher_node.py and subscriber_node.py do not exist; the oracle should have failed on the assert *_PATH.exists() checks but is reported as SUCCESS, indicating a missed hard error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_003_image_transport,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means the files cannot exist, yet the oracle reportedly passed—indicating the test framework failed to catch this critical missing code error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_004_laser_scan_origin,test_lidar_publisher_translation,FAILED,C1,"The generated code is missing the required rclpy.spin() call for proper ROS 2 node execution, indicating a node lifecycle/execution logic issue."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_004_laser_scan_origin,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated, so the files cannot exist and the migration is effectively a hard failure that the oracle did not catch."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_005_ros1_ros2_bridge,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), so importing the 'talker' module would fail, but the oracle test apparently passed, indicating a missed hard error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_006_multi_topic_synchronization,test_oracle_4_two_image_subscribers,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error preventing any functionality."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_006_multi_topic_synchronization,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which would fail compilation, but the oracle reported SUCCESS, indicating a missed hard error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_007_latched_publisher,test_latched_behavior_for_new_subscriber,FAILED,E2,"No code was generated, so the migration produced nothing that could function correctly, representing a critical hard error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_007_latched_publisher,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that should not pass tests."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_009_nodelet_pubsub,test_namespace_semantics_preserved,FAILED,C3,"The generated code did not preserve the required topic name string '/global' (and likely other namespace-related topic names), losing the original namespace semantics from the ROS 1 source."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_009_nodelet_pubsub,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle status is marked SUCCESS, which is a critical missed hard error."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_translated_files_exist,FAILED,A1,"No code was generated, so the required translated files do not exist, causing the file existence test to fail."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_no_ros1_artifacts_in_launch,FAILED,A1,"No code was generated or parsing failed, so the required launch file does not exist for the test to evaluate."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_robot_description_defined,FAILED,A1,"No code was generated, so the required xacro file does not exist, causing the file-existence assertion to fail."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_robot_description_consumed_in_launch,FAILED,A1,"No code was generated, so the required launch file does not exist, causing the file-existence check to fail."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_imu_interface_present,FAILED,A1,"No code was generated or parsing failed, so the required xacro file does not exist, causing the file existence check to fail."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_gps_interface_present,FAILED,A1,"No code was generated or parsing failed, so the required xacro file does not exist, causing the test to fail at file existence check."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,test_sensor_update_rate_semantics,FAILED,A1,"No code was generated, so the required xacro file does not exist, causing the test to fail at file existence check."
qwen_qwen3.5-plus-02-15,publisher_subscriber,task_010_husky_stress_test,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parse failed, which is a critical hard error, but the oracle tests likely passed because they may be checking pre-existing oracle files rather than generated output."
qwen_qwen3.5-plus-02-15,action_server,task_001_base_case,test_execute_callback_exists,FAILED,C3,"The generated code lacks an execute callback function definition matching the expected pattern, causing the semantic test for execute/handle_accepted callback to fail."
qwen_qwen3.5-plus-02-15,action_server,task_001_base_case,test_progress_loop_present,FAILED,E1,"The oracle regex requires C-style 'for(' or 'while(' with parenthesis, but Python uses 'for x in' or 'while condition:' syntax, so functionally correct Python code cannot match this pattern."
qwen_qwen3.5-plus-02-15,action_server,task_001_base_case,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle test failed to catch as SUCCESS."
qwen_qwen3.5-plus-02-15,action_server,task_002_turtlebot3_patrol_action,test_node_creation,FAILED,E1,"The code uses class inheritance from Node (e.g., 'class Turtlebot3PatrolServer(Node):') which is the standard ROS2 pattern, but the rigid regex expects 'Node(' or 'create_node' literal patterns, causing a style-based false positive."
qwen_qwen3.5-plus-02-15,action_server,task_002_turtlebot3_patrol_action,test_action_server_creation,FAILED,E1,"The generated code uses ActionServer (correct ROS 2 API) but the oracle rigidly requires the string 'create_server', which is not a standard rclpy.action API name."
qwen_qwen3.5-plus-02-15,action_server,task_002_turtlebot3_patrol_action,test_execute_callback_contains_patrol_logic,FAILED,E1,The test rigidly expects the exact string 'goal_msg.goal.x' which is a specific naming convention; the generated code likely uses a different but functionally valid attribute access pattern for the patrol goal.
qwen_qwen3.5-plus-02-15,action_server,task_002_turtlebot3_patrol_action,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error, yet the oracle reported SUCCESS."
qwen_qwen3.5-plus-02-15,action_server,task_003_pr2_gripper_action_server,test_action_type_present,FAILED,C3,"The generated code omits the 'JointTrajectoryAction' type reference, indicating a semantic translation error where the action type was not preserved in the ROS 2 migration."
qwen_qwen3.5-plus-02-15,action_server,task_003_pr2_gripper_action_server,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle tests failed to catch as SUCCESS."
qwen_qwen3.5-plus-02-15,action_server,task_004_turtle_bot_3,test_execute_callback_signature,FAILED,C3,"The generated code does not define an execute_callback method with the expected (self, goal_handle) signature, indicating a semantic deviation from standard ROS 2 ActionServer conventions."
qwen_qwen3.5-plus-02-15,action_server,task_004_turtle_bot_3,test_execute_callback_no_return,FAILED,C3,"The generated code uses a service-style 'return result' in the execute_callback instead of properly setting the result before calling goal_handle.succeed(), which is a semantic error in ROS 2 action server behavior."
qwen_qwen3.5-plus-02-15,action_server,task_004_turtle_bot_3,test_feedback_published_iteratively,FAILED,C3,"The generated code only calls goal_handle.publish_feedback once instead of iteratively within the long-running loop, which is a semantic/behavioral error in implementing action feedback."
qwen_qwen3.5-plus-02-15,action_server,task_004_turtle_bot_3,test_feedback_progress_updated,FAILED,C3,"The generated code constructs feedback but never updates its fields between publications, failing to provide progressive feedback updates as required by action semantics."
qwen_qwen3.5-plus-02-15,action_server,task_004_turtle_bot_3,test_result_set_before_goal_termination,FAILED,C3,"The generated code sets the result fields after calling goal_handle.canceled/succeed, violating proper ROS 2 action server lifecycle semantics."
qwen_qwen3.5-plus-02-15,action_server,task_004_turtle_bot_3,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty (parse failed), which is a critical hard error that should not pass any tests, but the oracle reported SUCCESS."
qwen_qwen3.5-plus-02-15,action_server,task_005_robot_voice_action,test_control_logic_inside_timer_callback,FAILED,A1,"No code was generated or parsing failed, so the translated file is missing entirely, causing all tests including the timer callback check to fail."
qwen_qwen3.5-plus-02-15,action_server,task_005_robot_voice_action,test_ros_time_semantics_preserved,FAILED,C3,"The generated code uses std::chrono for timestamps instead of ROS 2 clock-based time, violating ROS time semantics expected by the oracle."
qwen_qwen3.5-plus-02-15,action_server,task_005_robot_voice_action,test_px4_qos_semantics_explicit,FAILED,C2,"The generated code does not explicitly configure QoS profiles (no 'QoS' string found), which is required for PX4 uORB-ROS2 bridge semantics, indicating a QoS profile mismatch."
qwen_qwen3.5-plus-02-15,action_server,task_005_robot_voice_action,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, so the translated file is missing entirely; the oracle reported SUCCESS but the code cannot compile or run."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_action_server_creation,FAILED,B1,"The generated code did not replace the ROS 1 actionlib SimpleActionServer with the ROS 2 rclcpp_action::create_server<UpdatePose>, leaving legacy action API unconverted."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_handle_goal_defined,FAILED,C3,"The generated code did not implement the action server's handle_goal callback, indicating an incomplete migration of the action server functionality."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_handle_cancel_defined,FAILED,C3,"The generated code does not implement the handle_cancel callback required for the ROS2 action server migration, indicating a missed semantic migration."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_handle_accepted_defined,FAILED,C3,"The generated code did not implement the handle_accepted callback required for the ROS 2 action server migration, representing a missed semantic/behavioral migration requirement."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_todo_comment_present,FAILED,C3,"The generated code is missing the required TODO comment for particle filter update, indicating an incomplete semantic translation of the expected migration markers."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_thread_usage_for_async,FAILED,C3,"The generated code lacks std::thread usage in handle_accepted for async action execution, indicating a missing semantic/behavioral implementation required for proper ROS 2 action server handling."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,test_feedback_or_result_mentioned,FAILED,C3,"The generated code lacks action feedback/result handling in handle_accepted, indicating incomplete migration of the action server semantics."
qwen_qwen3.5-plus-02-15,action_server,task_006_amcl_navigation,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle failed to catch as SUCCESS."
qwen_qwen3.5-plus-02-15,action_server,task_007_move_base_navigation_action,test_mutex_translation,FAILED,B1,The generated code retained legacy boost::recursive_mutex locks instead of replacing them with ROS 2-friendly std::unique_lock or std::lock_guard equivalents.
qwen_qwen3.5-plus-02-15,action_server,task_007_move_base_navigation_action,test_feedback_publishing_exists,FAILED,C3,"The generated code is missing the as_->publishFeedback call required to publish action feedback, indicating a semantic/behavioral omission during migration."
qwen_qwen3.5-plus-02-15,action_server,task_007_move_base_navigation_action,test_plan_swap_under_lock,FAILED,C3,"The generated code is missing the specific plan pointer swap statement 'controller_plan_ = latest_plan_' that the test requires, indicating an incomplete semantic translation of the plan-swapping logic."
qwen_qwen3.5-plus-02-15,action_server,task_007_move_base_navigation_action,test_action_server_success_abort_calls,FAILED,E1,"The oracle test expects ROS 1 SimpleActionServer API calls like as_->setSucceeded, but a correct ROS 2 migration would use rclcpp_action's goal_handle->succeed() instead, making this a style/API expectation mismatch rather than a true functional error."
qwen_qwen3.5-plus-02-15,action_server,task_007_move_base_navigation_action,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error that the oracle failed to catch as SUCCESS."
qwen_qwen3.5-plus-02-15,action_server,task_008_follow_joint_trajectory_action,test_class_exists,FAILED,A1,"The generated code failed to produce output (NO CODE GENERATED OR PARSE FAILED), so the class definition cannot be found in the file."
qwen_qwen3.5-plus-02-15,action_server,task_008_follow_joint_trajectory_action,test_warns_on_pose_fail,FAILED,E1,"The test expects ROS_WARN (ROS 1 macro) in migrated ROS 2 code, which is contradictory; correct ROS 2 code would use RCLCPP_WARN, making this a rigid style/format mismatch."
qwen_qwen3.5-plus-02-15,action_server,task_008_follow_joint_trajectory_action,test_no_ros1_api_leftovers,FAILED,B1,The generated code still contains ROS 1 API references like 'ros::' that were not replaced with ROS 2 equivalents.
qwen_qwen3.5-plus-02-15,action_server,task_008_follow_joint_trajectory_action,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle apparently did not catch as a failure."
qwen_qwen3.5-plus-02-15,action_server,task_009_moveit_motion_planning_action,test_class_exists,FAILED,C3,"The generated code lacks the MoveGroupMoveAction class definition, indicating an incomplete migration that omitted core class structure required by the oracle."
qwen_qwen3.5-plus-02-15,action_server,task_009_moveit_motion_planning_action,test_action_server_usage,FAILED,A1,"No code was generated or parsing failed, so the translated file is empty/missing the required action server instantiation."
qwen_qwen3.5-plus-02-15,action_server,task_009_moveit_motion_planning_action,test_rclcpp_node_exists,FAILED,A1,"No code was generated (parse failed), so all tests fail by default including this one."
qwen_qwen3.5-plus-02-15,action_server,task_009_moveit_motion_planning_action,test_initialize_creates_server_with_callback,FAILED,A1,"No code was generated or parsing failed, so the translated file is empty/missing required ROS 2 action server creation, causing the test to fail."
qwen_qwen3.5-plus-02-15,action_server,task_009_moveit_motion_planning_action,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, which is a critical hard error that the oracle did not catch as a failure."
qwen_qwen3.5-plus-02-15,action_server,task_010_pick_place,test_move_group_interface_created,FAILED,E2,"The generated code was empty or failed to parse, meaning no ROS 2 migration was produced, which is a critical hard error."
qwen_qwen3.5-plus-02-15,action_server,task_010_pick_place,test_ros2_node_and_spinner,FAILED,E1,"The oracle expects rclcpp::AsyncSpinner, which does not exist in ROS 2 (replaced by rclcpp::executors); this is a rigid/incorrect oracle expectation rather than a real code defect."
qwen_qwen3.5-plus-02-15,action_server,task_010_pick_place,test_post_place_open_gripper,FAILED,C3,"The generated code calls openGripper for post_place_posture before place() is invoked, violating the required sequence of pick-place-release operations."
qwen_qwen3.5-plus-02-15,action_server,task_010_pick_place,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test framework missed this critical hard error."
qwen_qwen3.5-plus-02-15,action_server,task_011_pr2_door,test_door_action_client_created,FAILED,E1,"The test uses a rigid regex expecting ActionClient(..., 'move_through_door', ..., Door) pattern, which may not match valid ROS 2 ActionClient syntax variations (e.g., ActionClient(self, Door, 'move_through_door') is the correct ROS 2 order)."
qwen_qwen3.5-plus-02-15,action_server,task_011_pr2_door,test_move_base_action_client_created,FAILED,B1,"The code was not migrated to ROS 2 (still uses ROS 1 actionlib patterns), so the ROS 2 ActionClient creation for MoveBase is missing."
qwen_qwen3.5-plus-02-15,action_server,task_011_pr2_door,test_wait_for_server_called,FAILED,E2,"No code was generated, which is a critical failure that prevents any functionality from working."
qwen_qwen3.5-plus-02-15,action_server,task_011_pr2_door,test_subscriber_exists,FAILED,C3,"The generated code does not include a Subscriber to /test_output, which is a required semantic element expected by the oracle test."
qwen_qwen3.5-plus-02-15,action_server,task_011_pr2_door,test_goal_initialization,FAILED,C3,"The generated code does not instantiate DoorGoal() (likely uses Door.Goal() per ROS 2 action conventions), causing the oracle's rigid ROS 1-style pattern check to fail."
qwen_qwen3.5-plus-02-15,action_server,task_011_pr2_door,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"No code was generated or parsing failed, yet the oracle reported SUCCESS, indicating the test framework missed this critical hard error."
qwen_qwen3.5-plus-02-15,action_server,task_012_move_arm_cartesian_action,test_ros2_node_initialization,FAILED,C3,"The generated code uses rclcpp::init but does not use rclcpp::AsyncSpinner (which doesn't exist in ROS 2 anyway); however the oracle expects this specific pattern, and the code fails to provide equivalent async spinning behavior matching the expected migration pattern."
qwen_qwen3.5-plus-02-15,action_server,task_012_move_arm_cartesian_action,test_move_group_interface_exists,FAILED,C3,"The generated code does not instantiate MoveGroupInterface with the simple constructor signature `MoveGroupInterface(PLANNING_GROUP)` expected by the test, likely using the ROS 2 node-based constructor instead, causing a semantic mismatch."
qwen_qwen3.5-plus-02-15,action_server,task_012_move_arm_cartesian_action,test_path_constraints,FAILED,E1,The code likely uses moveit_msgs::msg::Constraints (correct ROS 2 namespace) but the oracle regex expects the ROS 1-style moveit_msgs::Constraints without the ::msg:: segment.
qwen_qwen3.5-plus-02-15,action_server,task_012_move_arm_cartesian_action,test_cartesian_path_computation,FAILED,E1,"The test expects ROS 1 style 'geometry_msgs::Pose' but ROS 2 convention uses 'geometry_msgs::msg::Pose', making this a rigid formatting expectation rather than a real functional issue."
qwen_qwen3.5-plus-02-15,action_server,task_012_move_arm_cartesian_action,test_collision_object_added,FAILED,E1,"The test uses ROS 1 namespace pattern 'moveit_msgs::CollisionObject' but correct ROS 2 code uses 'moveit_msgs::msg::CollisionObject', making this a rigid style/format mismatch rather than a functional error."
qwen_qwen3.5-plus-02-15,action_server,task_012_move_arm_cartesian_action,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which is a critical hard error, yet the oracle reported SUCCESS."
z-ai_glm-5-turbo,service_client,task_001_simple_service,OVERALL_CODE_CHECK,SUCCESS,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which means the required files cannot exist or compile, yet the oracle reportedly passed—indicating a missed hard error."
z-ai_glm-5-turbo,service_client,task_002_custom_srv,test_ros2_server_uses_node_subclass,FAILED,E2,"The generated code failed to define a Node subclass as required, indicating incomplete migration logic that missed the standard ROS 2 node structure pattern."
z-ai_glm-5-turbo,service_client,task_002_custom_srv,OVERALL_HIDDEN_ERROR_CHECK,FAILED,E2,"The generated code is empty ('NO CODE GENERATED OR PARSE FAILED'), which would fail all tests, but the oracle reported SUCCESS, indicating a missed hard error."
z-ai_glm-5-turbo,service_client,task_003_mp3_db_service,test_ros2_client_uses_node,FAILED,B1,"The generated code still uses ROS 1 patterns (no Node subclass defined) instead of creating a proper ROS 2 Node class, indicating legacy ROS 1 API was not replaced."
z-ai_glm-5-turbo,service_client,task_003_mp3_db_service,test_ros2_client_creates_service_client,FAILED,C3,"The generated code does not use create_client with MP3InventoryService, indicating the ROS 1 ServiceProxy pattern was not properly migrated to the ROS 2 service client API."
z-ai_glm-5-turbo,service_client,task_003_mp3_db_service,test_client_populates_request_fields,FAILED,C3,"The generated code does not set any fields on the service request object (no `request.<field>` assignment), which is a semantic/behavioral omission causing the test to fail."
z-ai_glm-5-turbo,service_client,task_003_mp3_db_service,test_client_accesses_response_list,FAILED,C3,"The generated code does not access response.list_strings as required by the service interface, indicating a semantic error in handling the response field."
z-ai_glm-5-turbo,service_client,task_003_mp3_db_service,test_client_uses_response_to_drive_loop,FAILED,C3,"The generated code does not iterate over response.list_strings with a for-loop, missing the expected semantic behavior of consuming the service response."
